EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag
EMP00098,Finance,Finance Manager,IC3,MGR0150,Hybrid,37,Female,Bachelor's,4.5,1.4,1.0,1.53,0,1.25,1.72,,1.4,-0.47,1.4,1.0,41.2,7,35.8,22.5,1.82,2.82,Medium,0,23.6,3,187,5,0.0,0.0,0,0
EMP00099,Operations,Ops Manager,IC1,MGR0037,Remote,33,Male,Master's,1.3,1.1,1.5,1.0,0,1.62,1.0,,1.38,0.62,1.0,1.0,53.9,4,57.3,50.0,1.0,1.6,Medium,9,14.9,2,181,5,1.1,0.3,0,0
EMP00100,Marketing,Growth Manager,IC2,MGR0167,Remote,22,Male,Bachelor's,0.5,0.3,2.5,1.66,0,3.1,2.01,,2.73,1.09,1.9,2.31,65.8,3,69.5,40.5,3.47,2.95,Medium,10,32.1,1,188,2,3.9,0.47,0,0
EMP00101,Product,Product Analyst,M1,MGR0138,Hybrid,43,Male,Associate's,0.5,0.3,2.0,2.33,0,2.8,1.97,2.16,,0.83,1.0,1.34,66.6,8,71.5,43.5,2.72,2.43,Medium,0,25.5,4,190,6,2.4,0.19,0,1
EMP00102,Sales,Sales Manager,IC1,MGR0031,On-Site,34,Male,Associate's,1.2,0.6,1.5,1.75,0,1.81,1.12,,1.6,0.69,1.7,1.0,41.5,6,39.9,24.8,1.0,2.78,Medium,0,30.4,1,182,4,0.0,0.0,0,0
EMP00103,Sales,Sales Development Rep,IC1,MGR0171,On-Site,35,Female,High School,6.8,4.3,3.5,3.17,0,3.05,3.36,,3.28,-0.31,3.33,3.23,75.7,4,76.6,47.0,3.65,2.59,Medium,27,17.7,0,180,1,4.5,0.92,0,0
EMP00104,Finance,Accountant,IC1,MGR0099,Hybrid,47,Female,Associate's,2.5,1.0,3.0,3.04,0,3.52,3.05,,2.94,0.47,2.31,2.54,70.9,4,74.6,39.5,3.15,3.59,Medium,23,12.3,1,169,3,5.4,0.74,0,0
EMP00105,Sales,Sales Development Rep,M2,MGR0164,Hybrid,42,Female,Bachelor's,10.0,7.5,3.0,2.93,0,3.23,3.1,3.66,3.33,0.13,2.78,2.68,83.9,8,77.9,69.3,3.85,4.34,Medium,42,20.3,0,185,11,10.3,0.81,0,0
EMP00106,Sales,Sales Development Rep,IC2,MGR0035,On-Site,38,Female,Master's,6.2,4.9,2.0,1.9,0,1.88,2.29,,2.09,-0.41,1.75,1.63,63.8,4,64.4,50.4,2.85,4.14,Low,0,16.9,4,170,5,1.5,0.15,0,0
EMP00107,Operations,Ops Manager,IC2,MGR0111,Hybrid,34,Male,Bachelor's,1.4,1.1,4.5,4.63,0,4.83,3.85,,4.47,0.98,,2.64,56.5,5,54.2,69.8,3.26,3.12,Medium,19,29.0,1,178,4,8.9,0.91,0,0
EMP00108,Finance,Finance Manager,M1,MGR0068,Hybrid,34,Male,PhD,7.5,2.7,5.0,4.74,0,5.0,5.0,5.0,5.0,0.0,4.03,4.14,92.9,8,87.6,73.7,2.83,1.73,Low,45,20.5,0,179,8,7.1,1.1,1,0
EMP00109,Operations,Ops Manager,M1,MGR0183,On-Site,36,Male,Associate's,0.5,0.3,3.5,3.06,0,3.36,3.87,3.67,3.63,-0.51,3.36,2.95,57.3,8,61.0,41.8,2.73,2.58,Medium,18,23.3,2,179,5,7.4,0.63,0,0
EMP00110,Product,Product Manager,IC2,MGR0117,On-Site,38,Male,PhD,0.5,0.4,2.5,2.82,0,2.71,2.7,,2.37,0.01,2.29,1.96,59.0,5,59.4,48.7,2.32,2.04,Medium,8,15.8,1,176,2,2.3,0.22,0,0
EMP00111,Customer Success,CS Specialist,IC3,MGR0196,On-Site,48,Non-Binary,Bachelor's,3.8,1.4,3.0,3.22,1,3.86,2.5,,3.08,1.36,2.78,1.76,74.6,7,75.1,58.1,1.8,3.15,Medium,9,27.1,5,179,6,4.6,0.3,0,0
EMP00112,Product,UX Researcher,M1,MGR0126,Remote,54,Female,Master's,1.7,0.6,3.0,3.0,0,3.36,2.49,2.83,2.89,0.87,2.69,2.24,70.2,7,62.4,67.3,2.7,3.81,Low,14,26.9,0,177,5,2.8,0.21,0,0
EMP00113,Customer Success,Onboarding Manager,IC3,MGR0175,Hybrid,37,Male,Bachelor's,1.6,1.3,2.5,2.13,0,2.81,2.5,,2.55,0.31,2.41,2.14,65.8,7,61.6,40.5,3.08,4.89,Medium,5,34.6,6,184,5,1.4,0.55,0,0
EMP00114,Operations,Supply Chain Specialist,IC1,MGR0006,On-Site,22,Male,Bachelor's,4.6,3.6,3.5,3.92,0,3.98,3.63,,3.69,0.35,2.17,3.48,93.0,5,98.6,59.3,2.72,3.27,Medium,33,15.5,0,161,1,7.3,0.66,0,0
EMP00115,Product,UX Researcher,M2,MGR0119,Remote,27,Male,Master's,7.6,4.3,3.5,3.23,0,3.89,3.81,3.57,3.76,0.08,1.99,3.4,67.1,8,60.6,55.7,3.14,1.46,Medium,26,53.5,6,228,11,4.6,0.78,0,0
EMP00116,Finance,FP&A Analyst,IC2,MGR0156,On-Site,49,Male,Bachelor's,1.6,0.6,3.0,2.31,0,3.19,2.73,,3.28,0.46,2.26,2.23,82.7,5,90.4,68.7,4.01,1.95,Medium,26,30.8,4,188,5,5.6,1.02,0,0
EMP00117,Engineering,DevOps Engineer,IC2,MGR0030,Remote,40,Male,High School,1.6,1.0,2.0,2.41,0,2.38,2.12,,2.26,0.26,2.53,,60.7,4,64.2,48.8,3.21,3.05,Medium,16,18.8,0,183,6,2.4,0.51,0,0
EMP00118,Operations,Operations Analyst,IC2,MGR0155,On-Site,38,Female,Bachelor's,3.1,1.7,2.5,2.45,0,2.83,2.6,,2.77,0.23,2.28,2.4,72.0,6,66.0,39.3,2.27,4.71,Medium,5,29.7,0,209,1,6.1,0.44,0,0
EMP00119,Customer Success,CS Manager,IC1,MGR0069,Hybrid,33,Female,PhD,4.2,2.6,3.0,3.56,1,2.44,2.67,,2.65,-0.23,2.57,2.18,74.7,4,65.5,52.4,4.31,4.03,Low,21,16.4,1,160,3,2.1,0.64,0,0
EMP00120,Marketing,Marketing Analyst,IC1,MGR0108,Remote,25,Female,Master's,0.9,0.5,2.0,2.16,0,2.51,1.75,,2.33,0.76,1.0,1.77,58.6,3,52.3,39.9,2.46,1.81,Medium,0,24.4,0,181,5,1.0,0.34,0,0
EMP00121,Customer Success,Onboarding Manager,M1,MGR0167,Hybrid,48,Male,PhD,9.8,6.3,3.0,3.18,0,3.32,,3.11,2.92,0.98,2.72,1.93,80.3,7,73.1,51.7,2.55,1.99,Medium,28,21.6,3,197,10,9.3,0.83,0,0
EMP00122,Marketing,Content Strategist,IC1,MGR0035,Hybrid,28,Male,PhD,4.3,3.2,4.5,4.46,0,5.0,4.03,,4.52,0.97,2.7,3.42,93.8,4,85.3,75.4,3.79,1.25,Low,66,14.4,1,172,1,16.4,1.25,0,0
EMP00123,Sales,Sales Manager,IC2,MGR0103,Hybrid,40,Male,Associate's,3.9,3.0,2.5,2.58,0,2.79,2.18,,2.24,0.61,1.94,2.2,64.4,5,55.0,38.3,1.75,3.74,Medium,2,24.7,2,197,4,0.2,0.52,0,0
EMP00124,Product,Product Analyst,IC2,MGR0044,Hybrid,24,Female,Bachelor's,9.4,6.5,2.5,1.63,0,2.66,2.58,,,0.08,1.82,1.6,67.2,6,69.2,46.1,2.36,2.69,Medium,0,40.7,1,174,3,2.3,0.45,0,0
EMP00125,Marketing,Content Strategist,IC1,MGR0143,On-Site,33,Female,Associate's,9.5,4.0,2.5,2.63,0,2.42,3.19,,2.86,-0.77,2.08,2.97,50.7,3,55.5,60.3,3.5,2.67,Low,21,22.4,9,181,2,4.5,0.34,0,0
EMP00126,Customer Success,CS Manager,Director,MGR0160,Hybrid,42,Female,Bachelor's,0.6,0.3,3.0,3.09,0,3.36,3.07,3.46,3.3,0.29,2.72,2.9,77.8,8,71.7,39.4,3.03,3.98,High,4,52.0,1,191,11,4.2,0.69,0,0
EMP00127,Sales,Account Executive,IC1,MGR0029,Hybrid,33,Male,Bachelor's,0.6,0.2,4.0,3.71,0,4.36,3.46,,3.75,0.9,3.35,2.7,95.1,3,81.2,73.9,4.94,2.39,Low,62,32.3,5,194,1,8.3,1.3,0,0
EMP00128,Engineering,DevOps Engineer,IC2,MGR0191,Remote,32,Female,Bachelor's,5.7,3.3,2.0,1.79,0,2.84,1.73,,,1.11,2.11,1.42,69.3,4,74.8,46.6,2.76,2.43,Medium,4,18.4,1,179,6,3.2,0.34,0,0
EMP00129,Finance,Financial Analyst,IC2,MGR0006,On-Site,35,Male,PhD,12.6,10.0,2.5,2.33,0,2.61,2.77,,2.6,-0.16,,2.13,54.6,3,49.3,61.7,3.57,3.35,Low,14,19.6,5,168,2,1.9,0.41,0,0
EMP00130,Finance,Finance Manager,IC1,MGR0027,Remote,24,Female,Master's,4.4,3.0,2.0,1.64,0,2.73,1.62,,1.94,1.11,3.01,1.13,49.7,5,42.3,40.0,1.47,3.06,Medium,18,13.7,2,174,3,0.0,0.37,0,0
EMP00131,Finance,FP&A Analyst,IC1,MGR0028,Hybrid,22,Male,PhD,2.1,0.8,3.0,2.7,0,3.62,3.42,,3.69,0.2,,3.12,87.0,5,78.9,46.5,2.35,3.92,Medium,3,16.6,1,184,6,3.0,0.6,0,0
EMP00132,Marketing,Growth Manager,IC3,MGR0133,On-Site,40,Male,Master's,4.6,2.1,2.5,2.63,0,2.49,2.64,,2.79,-0.15,1.85,1.69,61.5,3,53.9,79.6,3.25,2.35,Low,11,27.7,1,195,7,2.2,0.55,0,0
EMP00133,Engineering,ML Engineer,Director,MGR0169,Remote,31,Female,Bachelor's,1.0,0.3,2.0,2.27,0,1.75,1.81,2.34,1.97,-0.06,1.81,1.5,59.3,8,61.2,51.6,3.04,3.42,Medium,5,27.9,4,196,12,1.8,0.32,0,0
EMP00134,Marketing,Content Strategist,IC1,MGR0056,Hybrid,40,Male,Associate's,24.8,10.0,2.5,2.03,0,3.21,1.73,,2.58,1.48,1.0,1.0,51.7,3,43.9,20.4,3.11,2.83,High,28,41.0,0,219,1,2.6,0.33,0,0
EMP00135,Product,UX Researcher,IC3,MGR0112,Remote,43,Male,Bachelor's,2.3,1.4,4.0,4.5,1,4.48,4.25,,4.49,0.23,3.24,3.25,87.7,6,84.2,76.2,2.94,3.05,Low,46,17.0,3,188,6,7.1,0.85,0,0
EMP00136,Marketing,Content Strategist,IC3,MGR0054,On-Site,44,Male,Associate's,10.7,5.4,3.5,3.28,0,4.13,3.63,,3.7,0.5,2.7,2.57,71.9,6,69.9,66.1,4.09,3.04,Medium,2,21.7,4,173,5,3.9,0.42,0,0
EMP00137,Engineering,DevOps Engineer,M1,MGR0080,Hybrid,22,Male,Bachelor's,2.3,1.0,3.5,3.33,0,3.86,,4.67,4.03,0.29,3.43,2.89,68.2,7,71.4,56.7,1.52,2.78,Medium,27,24.1,5,184,8,5.5,0.67,0,0
EMP00138,Engineering,Data Engineer,IC2,MGR0105,On-Site,29,Male,Master's,10.5,4.1,3.0,3.95,0,2.89,3.84,,3.27,-0.95,2.76,3.24,76.0,4,74.6,60.1,4.2,3.87,Medium,42,15.3,5,179,3,6.6,0.62,0,0
EMP00139,Product,Product Manager,IC2,MGR0018,On-Site,39,Male,Bachelor's,1.6,1.1,4.5,4.47,0,4.87,4.07,,4.65,0.8,3.57,3.62,91.0,4,80.2,71.4,2.77,3.32,Medium,33,26.8,5,182,7,12.7,0.98,1,0
EMP00140,Engineering,ML Engineer,IC2,MGR0043,Hybrid,39,Male,Bachelor's,5.7,3.6,2.0,2.33,0,2.56,,,2.43,0.13,1.74,1.95,50.4,4,48.3,37.9,3.59,2.17,Medium,12,27.6,1,182,5,3.9,0.09,0,0
EMP00141,Customer Success,CS Manager,IC3,MGR0089,Hybrid,52,Male,Bachelor's,12.1,9.7,2.0,1.73,0,1.41,1.83,,1.61,-0.42,1.42,2.06,64.6,6,70.0,37.6,2.36,3.36,Medium,22,34.2,1,202,7,6.7,0.44,0,0
EMP00142,Engineering,DevOps Engineer,M1,MGR0074,Hybrid,27,Non-Binary,Bachelor's,4.2,1.7,3.0,2.9,0,3.49,2.99,3.06,3.18,0.5,2.6,2.26,81.6,8,74.2,48.8,3.02,2.87,Medium,25,40.1,2,187,8,7.3,0.52,0,0
EMP00143,Finance,Finance Manager,IC1,MGR0157,Hybrid,44,Male,Bachelor's,4.5,3.6,1.5,2.07,0,2.13,1.51,,1.95,0.62,1.34,1.44,38.7,5,35.8,10.9,2.07,2.81,High,11,23.0,1,176,3,0.0,0.29,0,0
EMP00144,Customer Success,CS Specialist,IC2,MGR0010,Hybrid,37,Male,Bachelor's,0.5,0.3,2.0,2.62,1,2.67,2.19,,2.19,0.48,1.59,,49.7,4,53.1,61.9,1.47,3.72,Medium,20,28.7,3,201,6,3.7,0.28,0,0
EMP00145,Customer Success,Onboarding Manager,M2,MGR0134,On-Site,22,Female,Master's,2.6,1.2,3.5,3.44,0,3.98,,4.16,3.76,0.83,,2.42,79.8,8,83.5,67.8,3.58,2.97,Medium,32,20.6,2,176,7,5.4,0.91,0,0
EMP00146,Product,Product Analyst,M1,MGR0089,Hybrid,30,Female,Master's,8.7,4.0,3.5,3.66,0,3.63,4.24,3.85,3.91,-0.61,2.92,3.57,75.7,5,69.9,51.2,2.53,3.3,Medium,21,21.9,2,184,10,8.8,0.79,0,0
EMP00147,HR,HR Business Partner,Director,MGR0132,Hybrid,37,Female,Master's,1.1,0.6,4.0,3.99,0,4.27,3.51,3.46,3.75,0.76,3.51,2.06,78.7,8,80.9,66.6,3.03,3.71,Low,27,24.7,0,191,12,7.6,0.76,0,0
EMP00148,HR,HR Business Partner,M1,MGR0034,Hybrid,22,Male,Associate's,6.2,3.6,3.0,3.11,0,2.71,2.78,3.05,2.85,-0.07,2.95,2.57,52.5,7,45.8,60.6,4.53,3.18,Medium,13,30.6,0,200,6,4.9,0.42,0,0
EMP00149,Engineering,Data Engineer,IC2,MGR0083,Hybrid,22,Female,Master's,4.5,1.6,2.0,2.21,0,2.72,2.55,,2.43,0.17,1.0,1.8,72.1,6,71.0,56.3,2.89,1.32,Medium,21,17.0,0,172,3,3.5,0.43,0,0
EMP00150,Customer Success,Onboarding Manager,IC3,MGR0161,Remote,22,Female,Master's,1.0,0.8,1.0,1.19,1,1.62,1.31,,1.31,0.31,1.14,1.52,46.6,7,49.7,23.1,1.82,4.0,Medium,0,21.6,2,183,5,1.3,0.1,0,1
EMP00151,HR,L&D Specialist,IC3,MGR0132,Hybrid,37,Female,Master's,1.3,0.5,4.0,3.99,0,4.17,3.78,,4.05,0.39,3.23,3.02,85.6,6,90.8,62.6,4.02,1.65,Low,49,20.4,2,170,6,8.1,1.09,0,0
EMP00152,HR,HR Business Partner,IC1,MGR0172,Hybrid,31,Female,Bachelor's,2.2,1.3,3.5,3.63,0,4.04,3.64,,3.54,0.4,2.97,3.21,100.0,5,90.1,76.8,3.94,2.3,Low,29,23.4,6,184,1,10.1,0.95,0,0
EMP00153,Engineering,DevOps Engineer,IC2,MGR0098,Hybrid,30,Female,Master's,0.5,0.3,3.5,3.09,0,4.05,3.02,,3.67,1.03,2.6,2.24,93.0,4,91.4,60.8,2.81,2.88,Medium,46,20.9,0,168,3,5.9,0.91,0,0
EMP00154,HR,Compensation Analyst,IC3,MGR0031,Hybrid,30,Female,Bachelor's,9.8,6.0,4.0,3.98,0,3.86,3.62,,3.71,0.24,2.05,3.85,100.0,6,95.0,78.0,3.02,3.16,Medium,61,20.0,0,178,4,8.5,1.17,1,0
EMP00155,Marketing,Marketing Analyst,IC1,MGR0080,Hybrid,23,Female,PhD,5.4,4.5,3.5,3.49,0,4.61,3.27,,3.76,1.34,1.64,2.68,88.7,4,87.8,54.5,4.11,1.88,Low,30,13.1,1,176,6,4.0,0.72,0,0
EMP00156,Sales,Sales Development Rep,M1,MGR0194,On-Site,31,Male,Master's,1.8,1.6,4.5,4.27,0,4.46,4.9,4.55,4.64,-0.44,2.51,4.63,85.6,8,74.4,72.9,3.97,3.37,Low,39,19.4,2,168,9,8.8,1.23,1,0
EMP00157,Product,Product Manager,IC3,MGR0186,On-Site,22,Female,Bachelor's,1.4,0.4,3.0,3.26,0,2.45,2.16,,2.78,0.29,2.91,,58.3,5,63.9,64.0,4.4,3.94,Low,23,26.2,1,196,6,4.4,0.52,0,0
EMP00158,Sales,Sales Manager,Director,MGR0060,Hybrid,44,Female,Master's,4.7,2.5,2.0,1.94,0,2.46,2.21,1.48,2.05,0.25,1.28,1.67,41.4,8,41.0,27.5,1.0,3.01,Medium,0,22.3,2,175,9,0.0,0.0,0,1
EMP00159,Engineering,Data Engineer,IC1,MGR0002,Remote,48,Male,Bachelor's,2.2,1.7,3.5,3.76,1,3.93,3.26,,3.5,0.67,3.21,2.82,82.1,5,72.2,48.6,4.31,2.91,Medium,50,16.6,3,169,2,3.7,0.97,0,0
EMP00160,Finance,Financial Analyst,IC2,MGR0036,On-Site,22,Non-Binary,Bachelor's,1.0,0.5,2.0,1.96,0,2.14,2.12,,2.13,0.02,1.41,,55.2,4,55.7,56.0,2.45,4.14,Medium,0,24.5,6,172,6,0.0,0.0,0,0
EMP00161,Product,Product Manager,IC3,MGR0198,Hybrid,31,Male,Bachelor's,2.2,1.5,3.5,3.4,0,3.88,3.6,,3.67,0.28,2.64,3.16,71.3,7,60.7,53.9,2.36,2.8,Medium,11,19.6,1,185,5,7.9,0.89,0,0
EMP00162,Engineering,ML Engineer,IC2,MGR0125,Hybrid,31,Male,Master's,8.2,7.3,4.0,4.1,0,3.99,3.89,,3.99,0.1,3.87,3.28,85.4,4,72.8,69.8,3.8,1.23,Medium,39,22.4,5,194,6,8.7,0.79,0,0
EMP00163,Customer Success,CS Specialist,IC3,MGR0188,Remote,33,Female,Master's,0.5,0.3,3.0,2.75,0,2.62,2.64,,2.74,-0.02,2.54,2.13,67.5,6,60.4,80.0,2.23,3.4,Low,21,27.7,2,185,1,3.4,0.6,0,0
EMP00164,Finance,FP&A Analyst,M1,MGR0151,Remote,43,Male,PhD,1.8,0.7,5.0,5.0,0,5.0,4.67,5.0,4.89,0.33,3.22,4.0,100.0,8,91.8,87.9,4.46,2.76,Low,48,35.0,4,180,9,12.9,1.48,1,0
EMP00165,Sales,Sales Development Rep,IC1,MGR0103,Remote,31,Male,Bachelor's,13.1,10.0,2.0,1.52,0,2.42,1.79,,1.79,0.63,1.56,1.56,51.3,5,47.0,30.6,2.77,2.64,Medium,0,14.0,1,162,4,0.3,0.18,0,0
EMP00166,Engineering,Software Engineer,IC2,MGR0175,Remote,34,Male,Master's,0.5,0.4,2.5,2.34,0,2.65,1.83,,2.56,0.82,2.43,1.43,77.0,4,73.9,54.4,2.83,4.49,Medium,0,23.7,3,180,4,3.0,0.68,0,0
EMP00167,Customer Success,Onboarding Manager,IC2,MGR0116,On-Site,58,Male,Master's,8.9,6.5,3.5,4.02,0,4.5,3.43,,3.82,1.07,2.38,2.7,73.3,3,71.7,74.6,2.78,2.4,Low,35,20.5,3,175,5,6.0,0.76,0,0
EMP00168,Product,Product Manager,IC2,MGR0101,Hybrid,34,Male,Bachelor's,1.9,1.0,2.5,2.47,0,2.68,2.15,,2.86,0.53,2.86,2.16,60.0,6,57.4,47.9,1.71,2.68,Medium,0,18.9,4,163,3,2.6,0.09,0,0
EMP00169,Product,UX Researcher,M2,MGR0046,Hybrid,49,Male,Master's,0.8,0.7,2.5,2.2,0,3.04,2.24,2.4,2.56,0.8,1.63,1.4,59.0,8,55.6,36.4,3.16,2.42,Medium,0,24.3,1,187,11,1.0,0.4,0,0
EMP00170,Operations,Operations Analyst,M1,MGR0080,On-Site,39,Male,Bachelor's,0.5,0.4,2.0,1.97,0,1.91,1.83,2.52,2.09,0.08,1.0,1.73,65.6,8,66.8,54.0,2.7,3.72,Medium,0,34.5,0,191,10,1.2,0.26,0,1
EMP00171,Customer Success,CS Specialist,IC3,MGR0107,On-Site,30,Non-Binary,Bachelor's,0.5,0.4,2.0,1.78,0,1.42,2.16,,1.76,-0.74,2.57,1.96,49.3,5,44.9,36.1,2.18,3.96,Medium,22,17.6,1,185,5,4.0,0.19,0,1
EMP00172,Marketing,Content Strategist,IC3,MGR0044,On-Site,29,Non-Binary,Master's,0.8,0.4,3.0,2.87,0,3.55,3.33,,3.32,0.22,1.98,3.34,68.0,6,68.5,56.5,3.95,3.72,Medium,2,28.1,0,190,8,6.7,0.56,0,0
EMP00173,HR,L&D Specialist,IC2,MGR0147,On-Site,34,Male,Master's,0.5,0.4,2.0,1.83,0,2.53,2.38,,2.17,0.15,1.11,1.0,67.9,5,74.0,54.8,3.55,3.34,Medium,0,14.6,0,175,5,0.0,0.2,0,0
EMP00174,Finance,Accountant,M2,MGR0049,Hybrid,25,Female,Bachelor's,1.6,1.1,3.5,3.43,0,4.57,3.54,3.41,3.84,1.03,2.7,2.37,73.1,8,70.7,51.7,3.16,3.48,Medium,19,26.3,2,184,7,5.3,0.81,0,0
EMP00175,Customer Success,CS Specialist,IC3,MGR0088,On-Site,28,Male,Bachelor's,0.5,0.2,3.5,3.58,0,3.35,3.26,,3.28,0.09,2.26,2.34,98.1,7,95.9,58.2,3.38,3.61,Medium,28,17.4,1,178,8,6.3,0.88,0,0
EMP00176,Operations,Ops Manager,IC3,MGR0058,Hybrid,31,Male,Bachelor's,4.7,2.9,3.0,3.35,1,2.63,2.44,,2.78,0.19,2.85,,84.1,7,86.8,56.7,4.03,4.08,Low,27,20.9,3,196,5,5.2,0.82,0,0
EMP00177,HR,Recruiter,M1,MGR0091,Remote,37,Male,Bachelor's,6.8,5.1,2.0,2.12,0,2.05,2.75,2.79,2.53,-0.7,1.57,2.49,70.4,8,68.8,38.0,2.79,4.93,Medium,5,23.3,0,164,8,5.9,0.45,0,0
EMP00178,HR,L&D Specialist,IC2,MGR0135,Hybrid,49,Non-Binary,Bachelor's,8.7,7.3,4.0,4.2,0,4.52,4.52,,4.43,0.0,2.41,3.22,84.7,4,75.0,59.1,2.14,3.55,Medium,10,24.5,3,187,6,6.5,0.65,1,0
EMP00179,Engineering,DevOps Engineer,M1,MGR0094,Hybrid,31,Female,Bachelor's,3.2,2.6,4.0,3.6,0,3.42,4.21,5.0,4.21,-0.79,3.06,,89.7,7,89.9,66.7,3.64,2.69,Low,40,19.9,5,178,9,7.7,0.98,0,0
EMP00180,HR,Recruiter,IC1,MGR0169,On-Site,38,Male,Master's,11.7,4.6,3.5,3.94,0,3.83,3.63,,3.78,0.2,2.1,2.7,82.5,2,80.6,63.2,3.7,1.5,Low,11,14.8,0,167,1,6.1,0.72,0,0
EMP00181,Marketing,Content Strategist,IC2,MGR0078,Hybrid,22,Male,Bachelor's,0.5,0.3,4.5,4.13,1,4.62,4.28,,4.34,0.34,3.33,3.34,95.3,5,100.0,81.2,4.8,3.98,Medium,43,19.6,3,185,5,10.8,1.02,0,0
EMP00182,Product,Product Manager,IC2,MGR0122,Hybrid,43,Male,Master's,0.6,0.4,3.5,3.3,0,3.64,3.45,,3.91,0.19,2.17,3.18,84.0,4,73.4,61.7,4.67,4.18,Medium,36,25.3,2,180,3,8.7,0.86,0,0
EMP00183,Operations,Ops Manager,Director,MGR0143,Remote,22,Male,Master's,1.4,1.2,3.5,3.18,1,3.45,3.72,3.96,3.71,-0.27,2.95,3.15,97.8,8,96.2,84.0,5.0,2.75,Low,41,28.3,0,175,9,9.3,1.18,0,0
EMP00184,HR,HR Business Partner,M1,MGR0076,Hybrid,41,Female,Bachelor's,6.2,1.9,1.5,1.77,0,2.24,1.0,1.0,1.41,1.24,1.36,1.0,25.8,7,26.0,26.3,1.54,3.29,Medium,4,30.6,4,181,9,0.0,0.0,0,0
EMP00185,Engineering,Data Engineer,IC3,MGR0053,Remote,34,Male,Bachelor's,8.7,6.5,3.0,3.28,0,2.66,2.69,,2.8,-0.03,3.33,1.74,86.3,5,86.8,41.5,3.07,3.81,Medium,31,24.5,2,189,8,6.2,0.78,0,0
EMP00186,Marketing,Marketing Analyst,IC3,MGR0023,Hybrid,34,Female,PhD,3.9,2.6,3.0,3.26,0,3.68,2.9,,3.33,0.78,2.99,2.48,58.0,7,50.2,54.5,1.65,1.95,Medium,16,36.1,5,198,4,3.9,0.67,0,0
EMP00187,Sales,Sales Manager,IC3,MGR0077,On-Site,32,Male,Bachelor's,1.9,1.6,2.5,2.19,1,2.99,1.73,,2.51,1.26,2.14,1.19,61.5,5,57.3,46.9,2.45,1.56,Medium,14,24.8,1,170,4,4.3,0.78,0,0
EMP00188,Product,Product Manager,M2,MGR0073,Remote,24,Female,Bachelor's,4.4,2.5,2.5,2.37,1,2.61,1.88,2.91,2.47,0.73,2.1,1.42,60.0,8,54.9,18.4,1.41,2.83,Medium,0,23.4,1,165,8,0.6,0.32,0,0
EMP00189,Product,Product Analyst,IC2,MGR0088,Hybrid,25,Female,Bachelor's,0.8,0.6,3.5,3.82,0,4.42,3.17,,3.87,1.25,2.49,2.46,81.6,6,83.2,77.8,4.25,2.58,Low,52,14.8,3,171,4,6.5,0.68,0,0
EMP00190,Operations,Supply Chain Specialist,IC2,MGR0103,Remote,41,Male,Master's,2.4,2.1,2.0,2.24,0,1.54,,,,-0.39,1.66,1.88,39.1,4,40.4,14.4,2.09,4.4,Medium,0,23.7,3,143,3,0.0,0.0,0,0
EMP00191,Product,UX Researcher,IC1,MGR0094,Remote,35,Female,Master's,2.8,2.1,4.0,4.12,1,4.7,4.43,,4.47,0.27,2.48,3.44,73.9,4,66.7,50.5,3.32,3.26,Medium,18,44.4,0,219,5,5.9,0.51,0,0
EMP00192,HR,L&D Specialist,M1,MGR0193,Hybrid,32,Female,High School,0.5,0.2,2.0,2.09,0,1.86,1.74,2.15,1.92,0.12,1.61,1.27,58.3,7,61.5,43.1,3.17,3.91,Medium,12,23.3,1,181,9,0.0,0.3,0,0
EMP00193,Engineering,Data Engineer,IC3,MGR0060,Remote,38,Male,Associate's,0.5,0.2,2.5,2.05,0,2.62,3.06,,2.71,-0.44,1.92,2.17,64.8,6,62.9,50.4,2.76,1.52,Medium,4,17.2,0,185,9,6.2,0.43,0,0
EMP00194,Product,UX Researcher,IC2,MGR0010,Hybrid,35,Male,Bachelor's,5.5,4.4,3.5,3.03,0,3.92,3.15,,,0.77,2.64,2.29,83.7,4,76.7,62.1,3.33,3.03,Medium,34,17.1,1,185,4,6.7,0.62,0,0
EMP00195,Product,UX Researcher,IC1,MGR0102,Remote,28,Female,Bachelor's,3.1,1.6,3.0,2.68,0,3.72,2.86,,3.24,0.86,2.28,2.56,67.2,5,62.1,52.4,2.79,2.83,Medium,24,16.2,0,166,4,5.7,0.63,0,0
EMP00196,Sales,Sales Development Rep,M1,MGR0058,Remote,54,Male,Bachelor's,1.6,1.2,5.0,4.57,0,4.92,,5.0,4.77,0.54,4.26,3.51,84.4,7,77.3,51.3,3.74,3.35,Medium,22,19.2,0,181,6,10.9,0.74,0,0
EMP00197,Sales,Sales Manager,IC1,MGR0175,Hybrid,40,Male,Bachelor's,2.3,1.7,1.5,1.12,1,2.03,1.25,,1.66,0.78,1.61,1.0,60.5,5,60.6,47.8,3.41,3.83,Medium,15,15.2,2,177,2,2.3,0.4,0,1
